WL,CH1 IL,CH1 PDL,CH2 IL,CH2 PDL,CH3 IL,CH3 PDL,CH4 IL,CH4 PDL,
1327.188 ,56.19,4.59,37.12,0.55,12.21,0.41,3.61,0.31,
1327.200 ,57.11,10.21,37.14,0.54,12.23,0.41,3.62,0.30,
1327.212 ,57.04,3.89,37.15,0.58,12.25,0.41,3.61,0.30,
1327.224 ,55.49,2.35,37.13,0.64,12.27,0.40,3.61,0.30,
1327.236 ,55.57,3.42,37.15,0.65,12.27,0.40,3.59,0.30,
1327.248 ,56.81,3.91,37.17,0.68,12.29,0.40,3.59,0.30,
1327.260 ,57.03,9.60,37.14,0.64,12.32,0.41,3.60,0.30,
1327.272 ,55.47,5.63,37.16,0.59,12.34,0.41,3.60,0.30,
1327.284 ,56.19,3.32,37.20,0.63,12.35,0.41,3.59,0.30,
1327.296 ,55.70,4.95,37.23,0.61,12.36,0.40,3.58,0.30,
1327.308 ,56.73,2.51,37.22,0.53,12.38,0.40,3.58,0.30,
1327.320 ,56.74,3.08,37.24,0.53,12.40,0.41,3.58,0.30,
1327.332 ,56.88,3.34,37.27,0.54,12.42,0.41,3.58,0.30,
1327.344 ,56.08,5.63,37.25,0.59,12.44,0.41,3.57,0.30,
1327.356 ,56.71,7.98,37.25,0.58,12.44,0.40,3.56,0.30,
1327.368 ,56.54,3.17,37.27,0.62,12.46,0.40,3.56,0.30,
1327.380 ,59.15,9.16,37.29,0.57,12.48,0.41,3.57,0.30,
1327.392 ,56.22,2.96,37.31,0.58,12.50,0.41,3.57,0.30,
1327.404 ,56.21,3.66,37.34,0.50,12.51,0.41,3.56,0.30,
1327.416 ,56.56,3.92,37.36,0.44,12.52,0.41,3.55,0.30,
1327.428 ,55.55,2.73,37.38,0.38,12.53,0.41,3.55,0.30,
1327.440 ,54.82,2.60,37.39,0.40,12.55,0.42,3.55,0.30,
1327.452 ,55.17,2.20,37.39,0.42,12.57,0.42,3.56,0.30,
1327.464 ,55.37,3.38,37.37,0.53,12.59,0.43,3.56,0.30,
1327.476 ,55.47,1.91,37.36,0.55,12.59,0.42,3.54,0.30,
1327.488 ,54.95,1.58,37.31,0.54,12.60,0.43,3.54,0.30,
1327.500 ,55.38,1.36,37.31,0.67,12.63,0.43,3.54,0.30,
1327.512 ,55.39,2.79,37.33,0.72,12.65,0.44,3.55,0.30,
1327.524 ,56.08,1.78,37.33,0.76,12.67,0.43,3.55,0.30,
1327.536 ,54.93,2.20,37.36,0.64,12.68,0.43,3.54,0.29,
1327.548 ,54.30,2.25,37.40,0.56,12.69,0.43,3.53,0.30,
1327.560 ,55.87,4.62,37.44,0.57,12.72,0.43,3.54,0.30,
1327.572 ,56.39,3.07,37.48,0.47,12.74,0.43,3.55,0.30,
1327.584 ,56.30,3.51,37.53,0.45,12.77,0.43,3.55,0.29,
1327.596 ,56.66,4.14,37.55,0.51,12.78,0.43,3.54,0.29,
1327.608 ,56.76,2.30,37.56,0.53,12.79,0.43,3.53,0.29,
1327.620 ,56.46,2.98,37.57,0.50,12.81,0.43,3.54,0.29,
1327.632 ,57.38,6.68,37.56,0.58,12.84,0.43,3.54,0.29,
1327.644 ,57.79,5.49,37.54,0.56,12.86,0.43,3.54,0.29,
1327.656 ,58.21,1.72,37.56,0.57,12.86,0.43,3.53,0.29,
1327.668 ,56.57,4.83,37.58,0.59,12.87,0.43,3.52,0.29,
1327.680 ,56.15,4.24,37.57,0.51,12.90,0.43,3.53,0.29,
1327.692 ,56.10,3.81,37.63,0.55,12.92,0.43,3.53,0.29,
1327.704 ,56.33,2.67,37.63,0.49,12.95,0.43,3.53,0.29,
1327.716 ,57.19,6.29,37.62,0.51,12.96,0.42,3.52,0.29,
1327.728 ,56.45,5.00,37.61,0.46,12.97,0.42,3.51,0.29,
1327.740 ,55.49,5.89,37.65,0.42,12.99,0.42,3.51,0.29,
1327.752 ,55.98,11.96,37.67,0.55,13.02,0.43,3.52,0.29,
1327.764 ,55.46,2.55,37.67,0.52,13.04,0.42,3.52,0.29,
1327.776 ,55.51,2.65,37.69,0.47,13.05,0.42,3.52,0.29,
1327.788 ,57.49,5.58,37.70,0.46,13.06,0.42,3.51,0.29,
1327.800 ,56.30,1.09,37.73,0.41,13.07,0.43,3.50,0.29,
1327.812 ,55.59,0.23,37.72,0.28,13.10,0.43,3.51,0.29,
1327.824 ,55.73,2.94,37.76,0.35,13.12,0.43,3.51,0.29,
1327.836 ,54.87,7.94,37.78,0.25,13.13,0.44,3.51,0.29,
1327.848 ,55.34,7.86,37.78,0.24,13.13,0.44,3.50,0.29,
1327.860 ,56.18,6.58,37.75,0.25,13.15,0.44,3.50,0.29,
1327.872 ,56.03,3.95,37.72,0.33,13.18,0.45,3.50,0.29,
1327.884 ,56.34,5.07,37.71,0.38,13.20,0.45,3.51,0.29,
1327.896 ,56.77,4.76,37.67,0.42,13.22,0.45,3.51,0.29,
1327.908 ,56.90,2.82,37.64,0.48,13.23,0.45,3.51,0.29,
1327.920 ,55.76,2.52,37.67,0.49,13.25,0.45,3.50,0.29,
1327.932 ,55.67,7.13,37.70,0.47,13.28,0.45,3.51,0.29,
1327.944 ,57.29,4.75,37.76,0.42,13.30,0.45,3.52,0.29,
1327.956 ,56.70,5.83,37.80,0.32,13.32,0.45,3.51,0.29,
1327.968 ,56.79,10.80,37.82,0.27,13.32,0.45,3.50,0.29,
1327.980 ,56.59,7.46,37.83,0.21,13.34,0.44,3.50,0.29,
1327.992 ,57.36,1.79,37.87,0.23,13.36,0.45,3.50,0.29,
1328.004 ,58.15,14.89,37.89,0.30,13.39,0.45,3.51,0.29,
1328.016 ,56.59,4.45,37.89,0.36,13.40,0.45,3.51,0.29,
1328.028 ,57.39,5.42,37.89,0.32,13.41,0.45,3.50,0.28,
1328.040 ,56.89,2.32,37.88,0.38,13.43,0.45,3.49,0.29,
1328.052 ,57.11,8.14,37.88,0.39,13.45,0.45,3.50,0.29,
1328.064 ,58.17,10.45,37.92,0.35,13.48,0.45,3.50,0.29,
1328.076 ,57.11,10.21,37.95,0.35,13.50,0.45,3.50,0.28,
1328.088 ,57.71,2.94,37.98,0.33,13.50,0.45,3.49,0.28,
1328.100 ,56.64,3.52,37.99,0.30,13.52,0.45,3.48,0.28,
1328.112 ,56.79,10.95,37.98,0.20,13.54,0.45,3.48,0.29,
1328.124 ,57.72,7.59,38.02,0.31,13.57,0.45,3.49,0.29,
1328.136 ,57.33,8.75,38.01,0.35,13.59,0.45,3.49,0.28,
1328.148 ,57.01,3.73,38.03,0.40,13.60,0.45,3.48,0.28,
1328.160 ,58.30,4.55,38.05,0.35,13.61,0.44,3.47,0.28,
1328.172 ,57.47,4.49,38.04,0.36,13.63,0.45,3.48,0.29,
1328.184 ,57.85,6.53,38.11,0.30,13.66,0.45,3.48,0.29,
1328.196 ,55.87,4.22,38.13,0.22,13.67,0.45,3.49,0.28,
1328.208 ,56.25,3.13,38.16,0.21,13.68,0.45,3.48,0.28,
1328.220 ,56.66,3.48,38.18,0.19,13.69,0.46,3.47,0.28,
1328.232 ,56.08,2.31,38.18,0.14,13.70,0.46,3.47,0.28,
1328.244 ,57.23,16.04,38.19,0.17,13.73,0.47,3.47,0.28,
1328.256 ,55.91,2.78,38.21,0.17,13.75,0.47,3.48,0.28,
1328.268 ,55.34,6.49,38.17,0.22,13.76,0.47,3.47,0.28,
1328.280 ,56.38,6.01,38.14,0.38,13.77,0.47,3.46,0.28,
1328.292 ,56.26,10.70,38.13,0.40,13.79,0.47,3.46,0.28,
1328.304 ,55.88,5.02,38.12,0.42,13.82,0.47,3.47,0.28,
1328.316 ,56.75,15.40,38.13,0.39,13.85,0.47,3.47,0.28,
1328.328 ,58.39,13.29,38.21,0.37,13.86,0.47,3.46,0.28,
1328.340 ,56.67,6.42,38.22,0.37,13.87,0.47,3.45,0.28,
1328.352 ,56.48,5.32,38.24,0.22,13.89,0.47,3.45,0.28,
1328.364 ,57.70,1.50,38.30,0.16,13.92,0.47,3.46,0.28,
1328.376 ,58.18,7.22,38.32,0.22,13.95,0.47,3.46,0.28,
1328.388 ,56.95,4.90,38.33,0.19,13.96,0.47,3.45,0.28,
1328.400 ,55.76,3.41,38.36,0.18,13.98,0.47,3.44,0.28,
1328.412 ,56.05,2.78,38.37,0.25,13.99,0.47,3.44,0.28,
1328.424 ,55.98,1.88,38.33,0.27,14.02,0.47,3.44,0.28,
1328.436 ,56.44,2.09,38.37,0.27,14.05,0.47,3.44,0.28,
1328.448 ,57.70,5.66,38.38,0.29,14.06,0.47,3.44,0.27,
1328.460 ,56.94,4.51,38.38,0.34,14.07,0.47,3.42,0.27,
1328.472 ,56.82,3.15,38.40,0.27,14.09,0.47,3.42,0.27,
1328.484 ,57.15,2.06,38.41,0.28,14.11,0.47,3.42,0.28,
1328.496 ,57.75,8.10,38.42,0.21,14.14,0.46,3.43,0.28,
1328.508 ,57.92,4.81,38.45,0.10,14.16,0.46,3.42,0.27,
1328.520 ,56.44,6.01,38.44,0.16,14.17,0.46,3.41,0.27,
1328.532 ,56.63,1.62,38.45,0.17,14.18,0.46,3.41,0.27,
1328.544 ,57.71,4.24,38.45,0.23,14.21,0.46,3.41,0.27,
1328.556 ,56.22,3.27,38.49,0.28,14.24,0.47,3.41,0.27,
1328.568 ,56.24,1.98,38.52,0.22,14.25,0.46,3.41,0.27,
1328.580 ,56.15,3.40,38.52,0.24,14.26,0.46,3.40,0.27,
1328.592 ,55.74,2.10,38.54,0.14,14.27,0.47,3.39,0.27,
1328.604 ,55.28,5.70,38.58,0.15,14.28,0.47,3.40,0.27,
1328.616 ,55.49,3.55,38.60,0.23,14.30,0.47,3.40,0.27,
1328.628 ,55.38,4.00,38.63,0.25,14.32,0.48,3.41,0.27,
1328.640 ,54.99,3.92,38.62,0.19,14.32,0.48,3.40,0.27,
1328.652 ,55.12,2.91,38.62,0.17,14.33,0.48,3.39,0.27,
1328.664 ,55.62,3.75,38.61,0.21,14.35,0.49,3.39,0.27,
1328.676 ,54.40,3.79,38.57,0.10,14.38,0.49,3.40,0.27,
1328.688 ,55.75,2.61,38.58,0.17,14.40,0.49,3.40,0.27,
1328.700 ,56.10,2.19,38.55,0.29,14.41,0.49,3.39,0.27,
1328.712 ,55.16,4.62,38.57,0.24,14.42,0.49,3.38,0.27,
1328.724 ,56.25,1.76,38.61,0.22,14.45,0.49,3.38,0.27,
1328.736 ,55.59,3.68,38.66,0.23,14.48,0.50,3.39,0.27,
1328.748 ,56.97,3.27,38.70,0.20,14.50,0.49,3.40,0.27,
1328.760 ,55.74,2.80,38.74,0.18,14.52,0.49,3.39,0.27,
1328.772 ,59.63,5.42,38.77,0.20,14.54,0.48,3.38,0.27,
1328.784 ,59.01,8.55,38.78,0.26,14.56,0.46,3.38,0.27,
1328.796 ,56.14,2.61,38.79,0.21,14.59,0.46,3.38,0.27,
1328.808 ,58.04,8.63,38.81,0.26,14.62,0.46,3.39,0.27,
1328.820 ,56.69,6.74,38.81,0.25,14.63,0.46,3.38,0.26,
1328.832 ,56.04,2.77,38.80,0.25,14.65,0.46,3.37,0.26,
1328.844 ,55.40,6.83,38.80,0.21,14.66,0.46,3.37,0.27,
1328.856 ,56.11,3.02,38.81,0.20,14.69,0.47,3.38,0.27,
1328.868 ,55.60,3.02,38.87,0.26,14.71,0.48,3.39,0.27,
1328.880 ,55.81,5.31,38.90,0.23,14.73,0.47,3.38,0.26,
1328.892 ,56.07,2.52,38.94,0.20,14.75,0.46,3.37,0.26,
1328.904 ,55.72,4.45,38.92,0.25,14.76,0.46,3.37,0.27,
1328.916 ,56.73,7.55,38.94,0.24,14.78,0.46,3.37,0.27,
1328.928 ,57.03,5.33,38.93,0.24,14.81,0.46,3.38,0.27,
1328.940 ,57.48,5.22,38.90,0.33,14.84,0.47,3.37,0.27,
1328.952 ,56.82,4.47,38.92,0.13,14.85,0.48,3.37,0.26,
1328.964 ,56.96,10.62,38.93,0.16,14.86,0.48,3.36,0.26,
1328.976 ,55.67,5.41,38.98,0.22,14.89,0.48,3.36,0.27,
1328.988 ,56.42,3.56,39.03,0.16,14.91,0.49,3.37,0.27,
1329.000 ,56.28,3.48,39.04,0.23,14.92,0.49,3.37,0.27,
1329.012 ,54.90,4.67,39.06,0.46,14.93,0.49,3.36,0.26,
1329.024 ,55.27,6.05,39.09,0.35,14.93,0.49,3.35,0.27,
1329.036 ,54.93,3.12,39.08,0.30,14.95,0.50,3.35,0.27,
1329.048 ,54.77,1.45,39.12,0.29,14.98,0.51,3.36,0.27,
1329.060 ,55.35,1.34,39.11,0.20,15.00,0.51,3.36,0.27,
1329.072 ,55.13,3.18,39.03,0.13,15.01,0.51,3.35,0.26,
1329.084 ,55.41,6.23,39.04,0.15,15.03,0.51,3.34,0.27,
1329.096 ,54.60,4.79,39.00,0.21,15.05,0.51,3.35,0.27,
1329.108 ,55.19,0.78,39.01,0.13,15.08,0.51,3.36,0.27,
1329.120 ,55.74,2.29,39.08,0.18,15.11,0.51,3.36,0.27,
1329.132 ,55.83,6.60,39.14,0.16,15.12,0.50,3.35,0.26,
1329.144 ,56.50,1.72,39.20,0.20,15.14,0.50,3.34,0.26,
1329.156 ,56.65,4.45,39.22,0.35,15.16,0.50,3.34,0.27,
1329.168 ,57.88,14.50,39.27,0.29,15.19,0.50,3.35,0.27,
1329.180 ,57.79,2.59,39.31,0.34,15.21,0.50,3.36,0.27,
1329.192 ,56.00,1.77,39.29,0.34,15.23,0.50,3.35,0.26,
1329.204 ,55.04,3.39,39.31,0.30,15.24,0.50,3.34,0.26,
1329.216 ,55.44,1.66,39.25,0.16,15.26,0.50,3.34,0.27,
1329.228 ,56.42,1.38,39.28,0.28,15.29,0.50,3.35,0.27,
1329.240 ,56.10,6.03,39.29,0.26,15.31,0.51,3.35,0.26,
1329.252 ,56.14,4.49,39.30,0.33,15.32,0.50,3.35,0.26,
1329.264 ,56.08,2.28,39.31,0.34,15.33,0.50,3.34,0.26,
1329.276 ,55.08,3.76,39.34,0.34,15.36,0.50,3.34,0.27,
1329.288 ,55.60,4.58,39.36,0.34,15.39,0.50,3.35,0.27,
1329.300 ,55.70,6.15,39.33,0.30,15.41,0.50,3.35,0.27,
1329.312 ,56.99,5.32,39.36,0.33,15.44,0.49,3.35,0.26,
1329.324 ,55.44,1.31,39.37,0.22,15.45,0.50,3.34,0.27,
1329.336 ,56.18,3.95,39.38,0.23,15.47,0.49,3.34,0.27,
1329.348 ,55.73,3.20,39.41,0.25,15.49,0.49,3.35,0.27,
1329.360 ,55.98,3.74,39.42,0.19,15.52,0.49,3.36,0.27,
1329.372 ,55.81,1.82,39.44,0.32,15.54,0.49,3.36,0.27,
1329.384 ,55.06,3.47,39.46,0.40,15.54,0.49,3.35,0.27,
1329.396 ,54.79,5.39,39.51,0.48,15.55,0.50,3.34,0.27,
1329.408 ,55.23,5.48,39.54,0.52,15.57,0.50,3.35,0.27,
1329.420 ,55.20,6.78,39.52,0.58,15.60,0.51,3.36,0.27,
1329.432 ,54.68,4.04,39.51,0.64,15.61,0.51,3.35,0.27,
1329.444 ,54.92,4.82,39.55,0.61,15.62,0.52,3.34,0.27,
1329.456 ,54.93,2.20,39.56,0.50,15.63,0.52,3.34,0.27,
1329.468 ,54.81,2.05,39.54,0.41,15.66,0.52,3.34,0.27,
1329.480 ,54.44,4.23,39.52,0.40,15.69,0.53,3.35,0.27,
1329.492 ,54.90,2.25,39.51,0.34,15.72,0.52,3.35,0.27,
1329.504 ,56.10,1.58,39.55,0.40,15.73,0.52,3.34,0.27,
1329.516 ,55.69,2.44,39.52,0.30,15.74,0.52,3.34,0.27,
1329.528 ,56.16,5.90,39.56,0.39,15.77,0.52,3.34,0.27,
1329.540 ,55.73,6.54,39.63,0.45,15.80,0.52,3.35,0.27,
1329.552 ,55.77,4.93,39.71,0.58,15.83,0.51,3.35,0.27,
1329.564 ,56.41,4.29,39.73,0.50,15.85,0.52,3.34,0.26,
1329.576 ,55.98,5.32,39.77,0.51,15.86,0.52,3.34,0.26,
1329.588 ,55.70,2.36,39.76,0.57,15.88,0.51,3.34,0.26,
1329.600 ,55.80,2.73,39.75,0.46,15.91,0.51,3.34,0.26,
1329.612 ,56.82,5.18,39.77,0.45,15.94,0.51,3.34,0.26,
1329.624 ,56.01,4.02,39.77,0.43,15.95,0.51,3.33,0.26,
1329.636 ,54.66,2.15,39.76,0.41,15.96,0.51,3.33,0.26,
1329.648 ,54.84,1.27,39.77,0.29,15.98,0.51,3.33,0.26,
1329.660 ,55.26,4.01,39.84,0.32,16.01,0.51,3.33,0.26,
1329.672 ,55.40,3.01,39.88,0.35,16.04,0.52,3.33,0.26,
1329.684 ,55.42,2.99,39.87,0.51,16.05,0.51,3.33,0.26,
1329.696 ,55.41,3.66,39.86,0.57,16.07,0.50,3.32,0.26,
1329.708 ,56.21,6.74,39.87,0.55,16.09,0.50,3.31,0.26,
1329.720 ,55.58,7.78,39.89,0.43,16.12,0.50,3.32,0.26,
1329.732 ,56.73,9.36,39.89,0.45,16.15,0.50,3.33,0.26,
1329.744 ,56.38,5.84,39.88,0.48,16.16,0.50,3.32,0.26,
1329.756 ,55.57,0.84,39.91,0.43,16.17,0.50,3.31,0.26,
1329.768 ,54.69,5.28,39.97,0.38,16.19,0.50,3.31,0.26,
1329.780 ,54.75,3.93,40.00,0.52,16.21,0.50,3.31,0.26,
1329.792 ,55.22,5.10,40.00,0.60,16.23,0.51,3.32,0.26,
1329.804 ,54.44,5.59,40.04,0.67,16.24,0.51,3.32,0.26,
1329.816 ,54.81,3.45,40.08,0.67,16.25,0.52,3.31,0.26,
1329.828 ,54.13,6.69,40.09,0.64,16.26,0.53,3.31,0.26,
1329.840 ,53.42,3.63,40.09,0.63,16.28,0.53,3.31,0.26,
1329.852 ,54.16,3.80,40.07,0.55,16.31,0.53,3.32,0.26,
1329.864 ,54.13,3.09,40.08,0.46,16.32,0.54,3.32,0.26,
1329.876 ,54.51,2.72,40.05,0.48,16.34,0.54,3.31,0.26,
1329.888 ,54.10,2.06,39.99,0.47,16.35,0.54,3.31,0.26,
1329.900 ,54.71,1.52,40.03,0.49,16.38,0.54,3.31,0.26,
1329.912 ,55.52,2.43,40.05,0.51,16.41,0.54,3.33,0.26,
1329.924 ,55.60,3.24,40.07,0.54,16.44,0.53,3.33,0.26,
1329.936 ,55.41,0.86,40.11,0.57,16.45,0.53,3.32,0.26,
1329.948 ,55.89,2.72,40.16,0.65,16.47,0.53,3.31,0.26,
1329.960 ,55.50,5.74,40.23,0.73,16.50,0.53,3.32,0.26,
1329.972 ,55.48,5.02,40.24,0.68,16.53,0.53,3.33,0.26,
1329.984 ,54.90,1.63,40.27,0.70,16.56,0.53,3.34,0.26,
1329.996 ,55.30,2.73,40.31,0.66,16.58,0.53,3.33,0.25,
1330.008 ,55.41,4.55,40.34,0.63,16.60,0.52,3.33,0.25,
1330.020 ,55.24,4.12,40.26,0.58,16.62,0.53,3.33,0.25,
1330.032 ,55.04,3.64,40.30,0.62,16.65,0.53,3.34,0.26,
1330.044 ,55.13,0.90,40.31,0.57,16.68,0.53,3.34,0.25,
1330.056 ,54.41,2.96,40.32,0.57,16.69,0.52,3.33,0.25,
1330.068 ,53.82,1.47,40.34,0.67,16.70,0.52,3.32,0.25,
1330.080 ,54.63,2.94,40.36,0.71,16.73,0.52,3.32,0.25,
1330.092 ,54.69,2.57,40.40,0.70,16.76,0.52,3.33,0.25,
1330.104 ,54.97,1.31,40.39,0.70,16.79,0.51,3.33,0.25,
1330.116 ,55.17,3.05,40.37,0.56,16.81,0.51,3.33,0.25,
1330.128 ,56.12,5.52,40.38,0.58,16.82,0.51,3.32,0.25,
1330.140 ,55.24,1.52,40.38,0.64,16.85,0.51,3.32,0.25,
1330.152 ,54.63,3.83,40.44,0.65,16.88,0.51,3.33,0.25,
1330.164 ,54.12,1.79,40.51,0.68,16.90,0.51,3.33,0.25,
1330.176 ,54.94,5.24,40.55,0.77,16.91,0.51,3.33,0.25,
1330.188 ,54.08,1.36,40.60,0.75,16.91,0.52,3.32,0.25,
1330.200 ,54.05,1.80,40.56,0.92,16.92,0.52,3.31,0.25,
1330.212 ,54.06,3.46,40.56,0.91,16.94,0.52,3.32,0.25,
1330.224 ,53.65,4.50,40.61,0.88,16.97,0.53,3.33,0.25,
1330.236 ,53.53,2.24,40.65,0.71,16.98,0.54,3.33,0.25,
1330.248 ,54.37,6.77,40.60,0.81,16.99,0.54,3.32,0.25,
1330.260 ,53.61,2.05,40.59,0.67,17.01,0.54,3.32,0.25,
1330.272 ,54.44,4.37,40.56,0.78,17.03,0.55,3.33,0.25,
1330.284 ,54.51,2.53,40.54,0.67,17.06,0.55,3.34,0.25,
1330.296 ,55.52,2.82,40.51,0.71,17.08,0.55,3.34,0.25,
1330.308 ,55.25,1.14,40.59,0.53,17.10,0.55,3.33,0.25,
1330.320 ,55.22,1.44,40.64,0.77,17.11,0.54,3.33,0.25,
1330.332 ,55.68,1.62,40.63,0.82,17.14,0.54,3.34,0.26,
1330.344 ,55.50,2.77,40.74,0.88,17.18,0.54,3.35,0.25,
1330.356 ,55.64,5.43,40.74,0.84,17.20,0.54,3.35,0.25,
1330.368 ,55.18,4.13,40.82,0.94,17.21,0.54,3.34,0.25,
1330.380 ,55.01,4.35,40.80,0.84,17.23,0.54,3.34,0.25,
1330.392 ,55.22,1.43,40.81,0.87,17.26,0.54,3.34,0.25,
1330.404 ,54.22,2.77,40.84,0.79,17.29,0.54,3.35,0.25,
1330.416 ,53.98,4.94,40.87,0.67,17.32,0.54,3.36,0.25,
1330.428 ,55.02,2.53,40.90,0.68,17.34,0.54,3.35,0.25,
1330.440 ,54.83,2.00,40.91,0.72,17.35,0.53,3.35,0.25,
1330.452 ,54.58,2.76,40.88,0.85,17.38,0.53,3.35,0.26,
1330.464 ,54.87,1.51,40.92,0.81,17.41,0.53,3.36,0.26,
1330.476 ,54.66,1.43,41.03,0.83,17.44,0.53,3.36,0.25,
1330.488 ,54.05,1.37,40.99,0.79,17.46,0.52,3.35,0.25,
1330.500 ,54.63,1.65,40.99,0.80,17.47,0.52,3.34,0.25,
1330.512 ,55.13,1.41,40.98,0.81,17.50,0.52,3.35,0.26,
1330.524 ,55.35,3.81,40.98,0.73,17.53,0.52,3.36,0.26,
1330.536 ,54.91,5.55,41.03,0.72,17.56,0.52,3.36,0.25,
1330.548 ,54.49,1.47,41.02,0.65,17.58,0.52,3.36,0.25,
1330.560 ,54.72,1.38,41.02,0.87,17.59,0.52,3.35,0.25,
1330.572 ,53.88,2.12,41.08,0.84,17.60,0.52,3.35,0.25,
1330.584 ,53.62,1.80,41.17,0.96,17.62,0.52,3.36,0.25,
1330.596 ,53.49,0.86,41.13,1.02,17.64,0.53,3.36,0.25,
1330.608 ,53.82,2.63,41.14,1.01,17.65,0.53,3.36,0.25,
1330.620 ,54.25,5.91,41.18,1.00,17.65,0.53,3.35,0.25,
1330.632 ,53.32,4.60,41.12,1.04,17.67,0.55,3.35,0.25,
1330.644 ,53.50,4.84,41.09,0.98,17.69,0.55,3.36,0.25,
1330.656 ,54.06,4.63,41.09,0.92,17.72,0.56,3.37,0.25,
1330.668 ,54.49,2.53,41.06,0.83,17.74,0.56,3.36,0.25,
1330.680 ,54.31,3.58,41.08,0.90,17.75,0.56,3.36,0.25,
1330.692 ,54.85,5.00,41.06,0.86,17.77,0.56,3.35,0.25,
1330.704 ,55.34,4.06,41.09,0.77,17.80,0.56,3.36,0.25,
1330.716 ,55.42,2.20,41.17,0.84,17.84,0.56,3.37,0.25,
1330.728 ,55.11,3.79,41.19,0.89,17.86,0.56,3.37,0.25,
1330.740 ,56.54,1.19,41.20,1.03,17.88,0.55,3.36,0.25,
1330.752 ,55.22,3.35,41.26,0.93,17.90,0.55,3.35,0.25,
1330.764 ,55.57,4.63,41.32,1.04,17.93,0.55,3.36,0.25,
1330.776 ,54.42,3.71,41.36,1.12,17.96,0.55,3.37,0.25,
1330.788 ,53.92,4.67,41.40,1.15,17.99,0.55,3.37,0.25,
1330.800 ,54.04,2.80,41.43,0.98,18.00,0.55,3.36,0.25,
1330.812 ,54.51,3.92,41.44,1.01,18.02,0.55,3.35,0.25,
1330.824 ,54.77,3.44,41.47,1.01,18.05,0.55,3.36,0.25,
1330.836 ,54.28,4.77,41.48,1.00,18.08,0.55,3.37,0.25,
1330.848 ,54.27,1.59,41.45,0.89,18.10,0.55,3.37,0.25,
1330.860 ,53.78,2.00,41.41,1.18,18.12,0.55,3.36,0.25,
1330.872 ,53.38,1.34,41.47,1.07,18.14,0.54,3.35,0.25,
1330.884 ,54.20,4.54,41.51,1.14,18.17,0.54,3.36,0.25,
1330.896 ,53.92,1.47,41.50,1.03,18.20,0.54,3.36,0.25,
1330.908 ,54.27,1.03,41.40,1.12,18.23,0.53,3.37,0.25,
1330.920 ,54.77,2.46,41.47,0.93,18.25,0.53,3.36,0.25,
1330.932 ,54.90,4.46,41.51,0.89,18.26,0.52,3.35,0.25,
1330.944 ,54.13,3.26,41.52,0.99,18.28,0.52,3.35,0.25,
1330.956 ,53.96,4.50,41.65,0.95,18.31,0.53,3.36,0.26,
1330.968 ,54.08,4.23,41.72,1.15,18.33,0.53,3.37,0.25,
1330.980 ,52.67,1.62,41.71,1.12,18.33,0.53,3.36,0.25,
1330.992 ,53.09,4.72,41.76,1.33,18.34,0.53,3.35,0.25,
1331.004 ,52.98,3.56,41.77,1.31,18.35,0.54,3.35,0.25,
1331.016 ,52.75,3.79,41.75,1.30,18.36,0.55,3.36,0.25,
1331.028 ,53.23,2.90,41.76,1.17,18.39,0.55,3.36,0.25,
1331.040 ,53.31,5.31,41.77,1.31,18.40,0.55,3.35,0.25,
1331.052 ,53.67,3.79,41.78,1.17,18.41,0.56,3.34,0.25,
1331.064 ,53.50,1.78,41.72,1.16,18.43,0.56,3.34,0.25,
1331.076 ,53.80,1.13,41.68,1.05,18.46,0.57,3.35,0.25,
1331.088 ,54.48,2.90,41.74,1.11,18.49,0.57,3.36,0.25,
1331.100 ,55.37,4.09,41.73,0.99,18.51,0.56,3.36,0.25,
1331.112 ,55.97,7.19,41.75,1.03,18.53,0.56,3.35,0.25,
1331.124 ,55.08,5.05,41.85,1.38,18.55,0.56,3.34,0.25,
1331.136 ,54.88,3.69,41.88,1.19,18.58,0.56,3.35,0.25,
1331.148 ,55.31,4.57,42.00,1.35,18.61,0.55,3.35,0.25,
1331.160 ,55.73,3.63,41.98,1.31,18.64,0.55,3.35,0.25,
1331.172 ,54.51,5.77,42.05,1.20,18.66,0.55,3.35,0.24,
1331.184 ,54.71,4.38,42.08,1.32,18.68,0.55,3.34,0.24,
1331.196 ,54.31,5.20,42.03,1.30,18.71,0.55,3.35,0.25,
1331.208 ,53.53,1.85,42.10,1.29,18.74,0.55,3.36,0.24,
1331.220 ,53.44,4.32,42.15,1.27,18.77,0.55,3.36,0.24,
1331.232 ,53.87,2.45,42.08,1.26,18.78,0.54,3.35,0.24,
1331.244 ,53.46,0.72,42.12,1.25,18.80,0.55,3.35,0.24,
1331.256 ,53.72,3.37,42.16,1.03,18.82,0.55,3.35,0.24,
1331.268 ,53.80,1.62,42.18,1.06,18.86,0.54,3.36,0.24,
1331.280 ,54.30,2.80,42.13,1.33,18.89,0.54,3.36,0.24,
1331.292 ,53.88,0.39,42.13,1.33,18.91,0.53,3.35,0.24,
1331.304 ,53.45,2.90,42.17,1.07,18.93,0.52,3.34,0.24,
1331.316 ,53.60,1.32,42.18,1.12,18.96,0.52,3.35,0.24,
1331.328 ,54.28,4.33,42.15,1.17,18.99,0.53,3.36,0.24,
1331.340 ,54.05,4.93,42.21,0.96,19.02,0.52,3.37,0.24,
1331.352 ,53.19,4.12,42.19,1.28,19.03,0.52,3.36,0.24,
